No,serialID,speaker,dialogue
1,FLQHJ85885N,context,인터뷰를 하는 이두석.
2,FLQHJ85885N,OV,J씨가 보내온 칼에 최반장님의 혈흔이 나온 상태입니다. 이에 J가 진범이라는 확실한 물증 아닌가요?
3,FLQHJ85885N,ZP,제가 납치됐던 그 시점 <pause/> 제가 투숙하던 호텔방은 비어 있었겠죠? 제 경호원들은 저를 찾기에도 바빴으니까요.
4,QEKDK78891Z9,context,"덕길, 강형사 걸어나오면."
5,QEKDK78891Z9,GB,한 30명이라고 할 걸 그랬나?
6,QEKDK78891Z9,YL,"아니, 왜 그런 뻥을 치셨어라?"
7,QEKDK78891Z9,GB,작전입니다.
8,QEKDK78891Z9,YL,뭔 작전이요?
9,QEKDK78891Z9,GB,남녀 관계에도 작전이 필요하니까요.
10,QEKDK78891Z9,YL,"<move/> 그, 그럼 우리 사장님헌티 <pause/>"
11,QEKDK78891Z9,GB,제가 원래 글래머 형을 좀 좋아합니다.
12,XRWGL45830R,context,"윤호와 인수, 라운딩 중이다."
13,XRWGL45830R,KB,지역경제 활성화 차원에서 조성된 말농장단지 바로 옆에 대규모리조 트시설이 들어선다고 리조트초기부터 반발이 많았다고 합니다.
14,XRWGL45830R,VT,<move/> <pause/>
15,XRWGL45830R,KB,"초기 설립자는 지역주민들의 의견을 많이 수렴했던 반면에, 지금동인 한사장은 밀어붙이기식으로 추진하다보니 여기저기 반발이 심한 모양입니다."
16,XRWGL45830R,VT,"<move/> <pause/> 새가 울지를 않아. 어떤 사람은 울지 않는다고 목을 쳐버리고, 또 어떤 사람은 때려서 울리고. 또 어떤 사람은 울 때까지 기다려. <move/> 형은 어떻게 할 것 같아?"
17,XRWGL45830R,KB,<move/> <pause/> 때려보기도 하고 기다려 보기도 할 것 같습니다.
18,XRWGL45830R,VT,"<move/> 난 다른 새를 살 거야. 뭐 하러 목을 베고, 때리고, 기다 려? 우는 새는 얼마든지 많은데."
19,XRWGL45830R,KB,! <move/> <pause/>
20,XRWGL45830R,VT,<move/> 우리 가이드가 꽤 쓸모 있는 정보원이네.파라다이스목장은?
21,XRWGL45830R,KB,한동주 실장 개인 명의로 구매된 거라 리조트차원 움직임은 아직 파악이 안 되고 있습니다.
22,XRWGL45830R,VT,<move/> 비밀이 많은 파트너라 <pause/> <move/> 오후에 차 내가 쓴다.
23,XRWGL45830R,KB,<move/> 제가 운전하겠습니다.
24,XRWGL45830R,VT,<move/> 취미생활을 좀 만드는 건 어때? <move/> 오늘은 나 찾지 마.
25,XRWGL45830R,context,"인수, 당황한, 보는,"
26,XRWGL45830R,context,"윤호, 골프공을 만지며, 웃으며 걸어가는,"
27,VSOIP85310X,context,"개화, 들어와 시준 부른다."
28,VSOIP85310X,UO,"대표님, 투자자분 밑에 도착하셨대요."
29,VSOIP85310X,ET,알았어요.
30,QAVLL64867T,context,"연우, 굳은 표정으로 서있다. 희영, 다가와"
31,QAVLL64867T,PG,"무슨 일이에요, 이 시간에?"
32,QAVLL64867T,XZ,권유리 선수 때문에요.
33,QAVLL64867T,PG,감기가 너무 오래 가죠. <move/> 혹시 <pause/> 감기가 아니에요?
34,QAVLL64867T,XZ,폐렴이 의심돼서 흉부 엑스레이를 찍어봤는데 <pause/> 종양이 발견됐어요.
35,QAVLL64867T,PG,<move/> 종양이요?
36,QAVLL64867T,XZ,빨리 조직검사를 받아보는 게 좋겠어요. 양성종양이면 상관없지만 악성일 경우엔 <pause/> 폐암 가능성이 있어요.
37,QAVLL64867T,PG,"폐암이라뇨!? <move/> 유리 겨우 스물 두 살이구, 담배를 펴본 적 없는 애예요."
38,QAVLL64867T,XZ,외삼촌이 폐암이셨대요. 가족력이 있어서 <pause/> 걱정 돼요.
39,QAVLL64867T,PG,<move/>
40,QAVLL64867T,XZ,권유리 선수한텐 직접 말 못했어요. 저보단 코치님이 얘기하는 게 나을 것 같아서요. 병원도 <pause/> 코치님하고 같이 가는 게 심리적으로 더 안정될 거예요.
41,QAVLL64867T,PG,<pause/> 알겠어요.
42,XYDYP18097K,context,"동주, 착잡한 심정으로 걸어가다 멈칫, 표정 굳는,"
43,XYDYP18097K,context,"진영, 운동복을 입고 산책을 하고 있는,"
44,XYDYP18097K,context,"동주, 혼란스런, 돌아서 걸어가는데,"
45,XYDYP18097K,AF,<move/> 동주야!
46,XYDYP18097K,OA,! <move/> <pause/> 운동중이니.
47,XYDYP18097K,AF,<move/> 어젠 왜 그렇게 연락이 안된거야. 점심먹자더니.
48,XYDYP18097K,OA,<move/> 그...랬지? 미안. 급한 일이 생겨서.나 씻으러 가던 길이야. 운동 더 해. <move/> !
49,XYDYP18097K,AF,<move/> 뭐가 그렇게 급해?
50,XYDYP18097K,OA,! <move/> <pause/>
51,XYDYP18097K,AF,<move/> ..무슨...일 있어?
52,XYDYP18097K,OA,! <move/> 무슨 일은.
53,XYDYP18097K,AF,<move/> 동주야 <pause/> 나 좀 볼래?
54,XYDYP18097K,OA,! <move/> <pause/>
55,XYDYP18097K,AF,<move/> ..너 그날 내가 한말 때문에..도망다니는 거야?
56,XYDYP18097K,OA,"! <move/> <pause/> 너 그냥 한 소린 줄 다 알아. 박진 영 장난, 하루 이틀인가."
57,XYDYP18097K,AF,! <move/> <pause/> 장난 아닌데. <move/> <pause/> 장난이였으면 좋겠는 건 아니지?
58,XYDYP18097K,OA,<pause/>서둘지 마 진영아.
59,XYDYP18097K,AF,!
60,XYDYP18097K,OA,<move/> <pause/> 만일 니가 정말 그럴 마음이 생긴다면 <pause/> 난..좋아. 그런 데 니가 서둘진 말았음 좋겠어.
61,XYDYP18097K,AF,! <move/>
62,XYDYP18097K,OA,좀 씻어야 겠다. 운동 더 하고 와. <move/>
63,XYDYP18097K,context,"진영, 왠지 동주의 모습이 낯선, 덜컹하는,"
64,KEJBJ72997Z5,HR,<move/> 재밌는 소식 알려주려고
65,KEJBJ72997Z5,RT,그래? 그러 한번 들어보자. 니 입에서 나오는 소리는 비명소리도 재미있더라. 뭔데
66,KEJBJ72997Z5,HR,진헌오빠 선본다?
67,KEJBJ72997Z5,RT,<surprised/> <pause/>
68,KEJBJ72997Z5,HR,둘이 다시 사귄다며? 그런데 어떡하냐. 오빠 어머님이 그렇게 언니를 싫어하신다며?
69,KEJBJ72997Z5,RT,어디서 보는지 알어?
70,KEJBJ72997Z5,HR,오늘 상대는 나도 잘 아는 언닌데 좀 샘은 나지만 참기로 했어. 워낙 괜찮거든
71,KEJBJ72997Z5,RT,어디서 보는지 아냐구
72,KEJBJ72997Z5,HR,이번엔 진짜 식품업하는 집안의 외동딸이야. 유학도 갔다 오고 지금은 화랑을 운영하고 있지
73,KEJBJ72997Z5,RT,<move/> 거기가 어디냐구 이 기집애야!
74,RVXMB61415W,context,"숙취로 속 불편한 표정인 기범, 잠옷차림으로 침대에 걸터 앉아 있다. 지선, 꿀물 정도 들고 와서 건네주면 마시는 기범."
75,RVXMB61415W,LF,<move/> 왜 꿀물이야?
76,RVXMB61415W,SD,헛개 차 떨어진 걸 깜빡했어요 <pause/> 가을 냄새 심란해서 <pause/>
77,RVXMB61415W,LF,차여사 더위 먹었어?
78,RVXMB61415W,SD,"저 멀리 가을 오고 있어요. 가을 오면 겨울 오고, 겨울 끝나기도전에 한살 더 먹고 <pause/> <move/> 우재처럼 우리도, 사업 정리하고 훌쩍 여행이나다니면서 공연이나 듣고 그러면 안 돼요?"
79,RVXMB61415W,LF,<move/> 여행 다니고 공연 다녀.
80,RVXMB61415W,SD,<move/> 나 <pause/> 혼자서 다니라는 말이죠?
81,RVXMB61415W,LF,"난 돈 벌어 줘야지. 당신 훌쩍 여행이나 다니고 공연이나 듣고, 옷이나 줄줄이 사고 맛사지나 솔솔 받으러 다니게. <move/> 우재처럼? 이거 이거 우재가 지 에미까지 물들인 거야, 에미가 이래서 창자 빠진 아들놈이 나온 거야?!"
82,RVXMB61415W,SD,"<move/> 다 쓰고 죽지도 못할 돈 자꾸 벌어 뭐해요? <pause/> 부부가 같이 문화와 예술을 즐기면서 사는 거, 그게 돈 버는 이상으로 가치 있는일인데, 대체 언제까지 돈을 벌건데요?"
83,RVXMB61415W,LF,<move/> 당신 죽을 때까지. <move/>
84,RVXMB61415W,SD,나 죽을 때까지? <pause/> <move/>
85,TNAVR85859Z,context,광수와 형구도 서서 TV를 보고 있다.
86,TNAVR85859Z,SJ,거 봐요. 내 말이 정확하지. 이 새낀 책으로 돈 벌 생각이 아니라니까.
87,TNAVR85859Z,AS,<move/>
88,TNAVR85859Z,SJ,곧 식당 하나 낸다고 발표 할 겁니다. 근데 뭘 낼까요? 고기집? 회집? 육회집이다. 딱이네! 이두석 육회 왠지 섬뜩하지 않아요?
89,EQGXW4032L,context,부선 시선 딴 데 두고 영주 서 서 얘기 중이다.
90,EQGXW4032L,ZU,엄마~ 이런 식으로 살려고 나랑 같이 안 살겠다는 거야?
91,EQGXW4032L,VY,내가 사는 게 뭐 어때서? 내가 사람을 죽였니? 난 잘못 한 거 없어.
92,EQGXW4032L,ZU,사기가 아무 잘못도 아냐? 도대체 제 정신이야?
93,EQGXW4032L,VY,"그래 돈 많은 나쁜 놈! 그, 돈 좀 뺏을라고 했다. 그게 죽을죄니?아니 뺏지도 못하고 산통 다 깨진 마당에 날더러 뭘 어쩌라구?"
94,EQGXW4032L,ZU,엄마~ 돈 필요해? 내가 줄게. 제발...이렇게 살지 마. 응.
95,EQGXW4032L,VY,내가 니 돈을 왜 받어. 우린 아무 관계도 아니라고 얘기 했지?
96,EQGXW4032L,ZU,그렇게 우기면 내가 엄마 딸 아니야?
97,EQGXW4032L,VY,<move/> 아니야~ 나 너 버렸어.
98,EQGXW4032L,ZU,<move/> 난 엄마 못 버려~ 난 그렇게 못 해. 그게 안 된 다구.
99,EQGXW4032L,VY,제발 나한테 신경 끄고 너나 잘 살어.
100,EQGXW4032L,ZU,그럼 앞으로도 쭈욱~ 감방이나 들락거리며 살겠다는 거야?
101,EQGXW4032L,VY,<move/> 그렇게 살아야 된다면 그것도 내 인생이야.
102,EQGXW4032L,ZU,엄마~
103,EQGXW4032L,VY,"<move/> 너 보면, 숨이 꽉 막혀~ 쳐다 볼 수 가 없어.그러니까 너....제발 나 살리고 싶음.....제발 그냥 놔 주라 <pause/> 부탁이야."
104,EQGXW4032L,ZU,<pause/>엄마~
105,EQGXW4032L,VY,<move/> 그렇게 알고 더 이상 나 잡지도 찾지도 마.
106,EQGXW4032L,context,"부선, 가방과 밍크코트 들고 방으로 들어간다."
107,EQGXW4032L,context,"영주, 눈물 흘리며 소파에 풀썩 주저앉는다."
108,EQGXW4032L,context,<move/> 초인종 소리.
109,EQGXW4032L,context,"영주, 겨우 일어나 비디오폰 보면 준기다."
110,EQGXW4032L,context,맘 내키지 않는 영주. 모른 척 그냥 둔다.
111,UWZNJ3872J,context,"동주부, 잔뜩 취해서 들어오다 멈칫, 자고 있는 동주모를 본,"
112,UWZNJ3872J,VA,뭐야! <move/> ..내가 왜 나가! <move/>
113,UWZNJ3872J,context,"동주모, 벽 쪽을 보며 잠들어있는, 이불위로 보이는 실루엣,"
114,UWZNJ3872J,context,"동주부, 꿀꺽, 그런 동주모를 보다가 슬금슬금 다가가는, 가만히 보"
115,UWZNJ3872J,context,"다가, 옆에 슬쩍 눕는, 킁킁, 오랜만에 맡아보는 동주모의 향기, 꿀꺽, 동하는, 슬며시 옆으로 돌아누워 다리 한쪽을 슬쩍 올리는,"
116,UWZNJ3872J,context,"눈을 뜨는, 가만히 있는,"
117,UWZNJ3872J,context,"동주부, 동주모 눈뜬 것도 모르고, 슬며시 백 허그를 하려는데,"
118,UWZNJ3872J,context,"동주모, 벌떡 일어나 동주부를 밀치는,"
119,UWZNJ3872J,VA,"아! <move/> 아...이구, 아이고....허리야!"
120,UWZNJ3872J,FJ,<move/> 노망났어? 당장 안 나가요!
121,UWZNJ3872J,VA,"<move/> <pause/> 어, 이거....이게 왜 이래? <move/> 여보, 나 허리 나갔나봐."
122,UWZNJ3872J,FJ,<move/> 당장 안 나가요!
123,UWZNJ3872J,VA,참나! <move/> 누...누가 여기서 잔대!
124,OMVPT14939R9,context,"서영, 대문 향해 가는데...우재 <move/> 성재 선생님!"
125,OMVPT14939R9,SO,<move/>
126,OMVPT14939R9,UM,방금 과외비 받으셨죠? 주급. 좀 전에 보니까 어머니가 주시는 거 같던데.
127,OMVPT14939R9,SO,<move/>
128,OMVPT14939R9,UM,근데 왜 고맙단 인사를 안 해요? <move/>
129,OMVPT14939R9,SO,<move/> 고맙다는 인사는 그쪽에서 해야 하는 거죠.
130,OMVPT14939R9,UM,<move/> 네?
131,OMVPT14939R9,SO,"<move/> 예의 없고, 머리 나쁘고,하려는 의지 없고 <pause/> 그런 동생 가르쳐주는 걸 고마워해야죠."
132,OMVPT14939R9,UM,<move/>
133,OMVPT14939R9,SO,<move/>
134,NLSQY18167B,context,신분증을 보이면서 안으로 들어서는 혁주와 강미. 그리고 경찰들.
135,NLSQY18167B,context,난감한 얼굴의 소극장 대표
136,NLSQY18167B,BF,이러시면 곤란합니다.
137,NLSQY18167B,XM,"소극장 안에 있는 컴퓨터들, 메일, 단원들 인적사항 다 체크해 봐. 단원들 모두 집합시켜 주세요."
138,NLSQY18167B,BF,지금 공연 중입니다. 도대체 왜 이러시는 거예요.
139,NLSQY18167B,XM,이 연극 때문에 사람이 셋이나 죽었습니다. 비키세요.
140,PLMLC88237R,context,"준혁, 나갈 채비하고 있는데 세호, 들어온다."
141,PLMLC88237R,OV,<move/> 스쿠터 타고 가려면 추울 거야.
142,PLMLC88237R,JR,어. <move/> 근데 해리도 그냥 데려가지. 어제 보니까 좀 안 됐던데..
143,PLMLC88237R,OV,걔 감당 안 되는 앤 거 너도 알잖아. 괜히 데려가 봐. 거깄는 사람들한테 다 빵꾸똥꾸라고 소리나 지르고.. 어후~ 생각만 해도 끔찍하다.
144,PLMLC88237R,JR,그럼 그냥 우리끼리 가?
145,PLMLC88237R,OV,당연하지. 이 자식 아마 밖에서 우리 언제 가나 기다리고 있을 거야. 몰래 빠져나가야 되는 거 알지?
146,VHJKJ72219V,context,"수정, 신경질적으로 ""집에 없어요!"" 전화 끊어버리고 <pause/>"
147,VHJKJ72219V,context,"수정, 창 밖을 보는데 <pause/> 또 울리는 전화 <pause/> 수정, 전화 받으려는데 <pause/>"
148,VHJKJ72219V,context,"열받은 얼굴의 준혁, 와이셔츠 입다 말고 나와 수화기를 확 뺏는데.."
149,VHJKJ72219V,context,"수정, 다시 확 뺏고 끊어버린다."
150,VHJKJ72219V,KK,뭐하는 거야?
151,VHJKJ72219V,KK,뭐하는 거야?
152,VHJKJ72219V,UM,"받아서 어쩌게? ""잘못했습니다"" 할거야?"
153,VHJKJ72219V,KK,<move/>
154,VHJKJ72219V,KK,<move/>
155,VHJKJ72219V,UM,<move/> 어디..가게?
156,VHJKJ72219V,KK,<move/> 병원가지 어디가..
157,VHJKJ72219V,KK,<move/> 병원가지 어디가..
158,VHJKJ72219V,UM,<move/> 미쳤어? 밖에 기자들 깔렸어. 오늘은 나가지 마.
159,VHJKJ72219V,KK,어짜피 부딪칠 건데 뭐
160,VHJKJ72219V,KK,어짜피 부딪칠 건데 뭐
161,VHJKJ72219V,UM,일부러 만날 건 없지.
162,VHJKJ72219V,KK,<move/>
163,VHJKJ72219V,KK,<move/>
164,VHJKJ72219V,UM,<move/> 챙피해...사람들한테 뭐라 그래...그러게 잘 좀 하지. 왜 그랬어?
165,VHJKJ72219V,KK,<move/> 뭘 왜 그래! 내가 뭘 어떻게 했는지 제대로 알아?!
166,VHJKJ72219V,KK,<move/> 뭘 왜 그래! 내가 뭘 어떻게 했는지 제대로 알아?!
167,VHJKJ72219V,UM,왜 나한테 소릴 질러!
168,VHJKJ72219V,KK,<move/> 다시 말하는데 쓸데없는 소리 하고 다니지 마. <move/>
169,VHJKJ72219V,KK,<move/> 다시 말하는데 쓸데없는 소리 하고 다니지 마. <move/>
170,SQGTH73832W0,context,노바다야끼 선술집. 휴대폰으로 시간을 확인하는 유림. 왁자지껄한 술집 안에는 식당에서 보았던 멤버들이 그대로 자리했다. 역시 구석에 자리한 유림은 그들과 잘 어울리지 못한다.
171,SQGTH73832W0,IM,<move/> 술 아예 못하세요?
172,SQGTH73832W0,QV,<move/> ..저요?
173,SQGTH73832W0,IM,<move/>
174,SQGTH73832W0,QV,네. 잘 못해요.
