No,serialID,speaker,dialogue
1,WKIMY22168G5,context,운전하는 수찬. 핸드폰 블루투스 기능으로.
2,WKIMY22168G5,AB,"아, 며칠 내로 입금 시킨다니까요. 내가 언제 결재일 어긴 적 있습니까?아 그땐 여행 가느라 깜빡 했던 거구. VIP 고객을 이렇게 관리하면 곤란 하죠. 내가 일년 카드 사용 금액이 얼만지 모르는 것도 아니실테고.기다려보세요. 아, 기다리라니까."
3,WKIMY22168G5,context,"차 멈추고. 차에서 내리면서. <move/> 여보세요? 네, 맞는대요. 아, 네. 아 그게 제가 사정이 있어서 몇 달 연체가 됐는데.리스 좋다는 게 뭡니까? 뭐요? 반납이라니? 내가 거기랑 하루 이틀 리스 거래 한 것도아닌데 이렇게 야박하게 나오면 정말 곤란하죠.이 차 만기 되면 내가 인수 한다니까, 인수 한다구. <move/>"
4,WKIMY22168G5,context,서 있는 강형사.
5,WKIMY22168G5,KP,<move/>
6,WKIMY22168G5,AB,<move/>
7,WKIMY22168G5,KP,뭐 많이 쪼들리시는 일 있나봅니다.
8,WKIMY22168G5,AB,그건 형사님이 아실 거 없구요.
9,WKIMY22168G5,KP,물론 그거야 제가 알 거 없고.제가 알고 싶은 건 사건 당일의 백수찬씨 알리바이 뿐이죠.
10,WKIMY22168G5,AB,이거 합법적인 거 맞아요?이런 식으로 선량한 국민 괴롭히는 거?단지 알고 있었다는 것만 가지고 이러는 건.....고향이 같은 사람이 나 하나도 아니고.덕길 형도 같은 고향인데 그럼 덕길형도 용의잡니까?
11,WKIMY22168G5,KP,"양덕길씨는 연수연씨의 핸드폰 번호를 가지고 있던단명희씨 컴퓨터에 사진이 있진 않았죠. 아, 참, 오늘 백수찬씨 동네 아주머니 분께서 새로운 증언을하나 해주셨는데."
12,WKIMY22168G5,AB,<mute/>
13,WKIMY22168G5,KP,연수연씨와 연애질한다는 소문이 동네에 돈 적이 있었다는데?
14,WKIMY22168G5,AB,<mute/>
15,WKIMY22168G5,KP,"아, 죄송합니다. 표현이 거칠었네요.사귄다는 소문이 돈 적이 있었다구."
16,WKIMY22168G5,AB,<mute/>
17,ZIJEC40312Z,context,"고사장, 긴장한 표정으로 앉아있는."
18,ZIJEC40312Z,TQ,전 변희섭 부장과는 다릅니다.
19,ZIJEC40312Z,SE,원하는 게 뭔가?
