No,serialID,speaker,dialogue,
1,SGCQA28163S3,context,"마주 앉아있는 기준과 지우. 기준, 주머니에서 주섬주섬 멀미약 꺼내더니, 창문에 이리저리 비추며 붙이려고 애쓴다.",
2,SGCQA28163S3,YV,"아니, 얼마나 간다고 그런 걸 붙여요.",
3,SGCQA28163S3,TZ,제가 차를 오래 못 타요. 몸이 예민해서. 잠자리만 바뀌어도 잘 못 자고 <pause/>,
4,SGCQA28163S3,YV,여행사 직원이었다며?,
5,SGCQA28163S3,TZ,여행사 다닌다고 다 여행가나요? 그래도 저 정보 자료 하나는 확실했습니다.,
6,SGCQA28163S3,YV,"항공기 예약, 숙박, 환율 <pause/> 그런 거 말구, <move/> 그 나라의 공기, 거리의 냄새나 사람 사이의 느낌 <pause/> 그런 건 모르잖아요.",
7,SGCQA28163S3,TZ,"또, 또 <pause/> 저 표정 나온다.",
8,SGCQA28163S3,YV,응? <move/>,
9,SGCQA28163S3,TZ,"인도 얘기 할 때, 김종욱 얘기 할 때, 눈 이렇게 가늘어져가지고 <pause/>",
10,SGCQA28163S3,YV,<move/> 워낙 멋진 기억이라 생각만 해도 눈이 부셔서 <pause/>,
11,SGCQA28163S3,TZ,훌륭하시네. 그렇게 좋으면 왜 다시 안 만났대?,
12,SGCQA28163S3,YV,"만나기로 한 날, 오사카에서 한국으로 오는 트랜스퍼 비행기를 놓쳤어요. <move/> 그 날 비가 엄청 왔거든요.",
13,SGCQA28163S3,TZ,<move/> 그 때쯤에 오사카는 그렇게 비 안 오는데 <pause/>,
14,SGCQA28163S3,YV,"또, 또 가보지도 않곤 인터넷만 보고 <pause/>",
15,SGCQA28163S3,TZ,"왜 이래요? 교환 학생으로 살 때, 그 동네 화과자는 내가 다 만들었는데.",
16,SGCQA28163S3,YV,호두과자요?,
17,SGCQA28163S3,TZ,"화,과,자,요!!",
18,SGCQA28163S3,YV,아님 말지 왜 화를 내? 나도 화과자 먹어본 적 있어요. 것도 일본에서.,
19,SGCQA28163S3,TZ,혹시 배고파요? <move/> 잠깐만요- 대신 내가 <pause/>,
20,SGCQA28163S3,context,"일어나서 선반에 올려둔 <move/> 배낭 내리려 애쓰며,",
21,SGCQA28163S3,TZ,먹을 걸 좀 싸왔는데 <pause/> <move/> 이게 <pause/> <move/> 왜 이렇게 <pause/> <move/>,
22,SGCQA28163S3,YV,"아, 됐어요! <move/> 그냥 앉아요, 배 안 고프니까.",
23,SGCQA28163S3,TZ,잠깐만 있어 봐요 <pause/> 이게 <pause/>,
24,SGCQA28163S3,context,"배낭 쏟아지며 와르르- 물건들 바닥에 흩어진다. 음식부터 버너, 담요에, 생쌀까지 <pause/> 별 게 다 있다 기준, 바닥에 흘린 쌀을 손으로 쓸어 모으며,",
25,SGCQA28163S3,TZ,"뭐, 해요 <pause/> 좀 도와줘요 <pause/>",
26,SGCQA28163S3,YV,<move/> <pause/>,
27,SGCQA28163S3,TZ,<move/> 지우씨 <pause/> 지우씨 <pause/>,
28,SGCQA28163S3,context,"“좀, 지나갑시다~” 기준, 몸 웅크리고. 지나는 사람들 발에 채이며 <pause/>",
29,GYCGT42281K,RM,"그보다 먼저 <pause/> 뭐 한가지만 여쭤 볼께요, 어머님은 <pause/> 어머님은 아직도 살아계신가요?",
30,GYCGT42281K,WG,<pause/> 돌아가셨습니다.,
31,GYCGT42281K,RM,<move/> 언제 <pause/> 언제요?,
32,GYCGT42281K,WG,그게 <pause/> 제가 열두 살 되던 해였어요.,
33,HCIIS43895U,context,소파에 앉아 통화중이던 민우.,
34,HCIIS43895U,QE,이 아줌마가 진짜...!,
35,HCIIS43895U,AI,<move/> 뭐야?,
36,HCIIS43895U,QE,"<move/> 아니야, 아무것도. 스케쥴 없다더니 왜 불러?",
37,HCIIS43895U,AI,맨날 노냐? 내일은 일 해야지. 내일 일본 팬들 팬미팅 행사 있다.,
38,HCIIS43895U,QE,저번처럼 입장료 터무니없이 비싸게 받아서 욕먹지 말고 잘해.,
39,HCIIS43895U,AI,많이 컸다? 나 가르치냐?,
40,HCIIS43895U,QE,그렇단 얘기야.,
41,HCIIS43895U,AI,<move/>,
42,DFEHC99785I,context,인터폰화면에 떠있는 세경의 얼굴. 보고 있는 윤주.,
43,DFEHC99785I,context,멍하니 돌아서는 세경의 모습이 보이는데.,
44,DFEHC99785I,context,그런 세경을 보다가는 고개 돌리며 거실 소파로 가는 윤주.,
45,DFEHC99785I,PU,<move/> 선생님.. 충고가 맞는 거 같아요.,
46,DFEHC99785I,context,소파에 집안 주치의가 앉아있다.,
47,DFEHC99785I,PU,뭔가 숨통이 트일만한 작은 재밋거리나 소일거리를 만들라고 하셨잖아요.,
48,DFEHC99785I,RE,예.. 그랬죠.,
49,DFEHC99785I,context,"하는데, 물건을 든 메이드가 들어오고,",
50,DFEHC99785I,PU,<move/> 여기 두세요. <move/> 그런 걸 찾았거든요.,
51,DFEHC99785I,RE,그래요?,
52,DFEHC99785I,PU,예.. 요즘 잠도 좀 오고.. 기분도 좀 좋아지는 거 같고 그래요.,
53,DFEHC99785I,RE,"다행이네요. 사모님만 그러신 게 아니라, 이 동네 며느님들이.. 대체로 좀 압박을 느끼실 일들이 많아서요.. 숨통 트일 일을 찾으셨다니, 다행이구요 <pause/> 꾸준히 하시는 게 중요해요.",
54,DFEHC99785I,PU,예. <move/> 당분간은 <pause/> 즐길 수 있을 것 같아요.,
55,EITLM48272G6,context,"컨시어지, 연재와 직원을 향해 빠르게 다가와",
56,EITLM48272G6,OU,"<move/> 컨시어집니다. 더블 체크인이 된 것 같습니다, 손님. 정말 죄송합니다.",
57,EITLM48272G6,CV,<move/> 괜찮아요. 다른 방 가면 되죠 뭐.,
58,EITLM48272G6,OU,<move/> 사과드리는 의미로 룸을 업그레이드해드리도록 하겠습니다.,
59,EITLM48272G6,CV,업그레이드?,
60,JRADF33648K,context,신경질적으로 들어오는 타미홍과 따라 들어오는 유실장.,
61,JRADF33648K,LY,<move/> 어후..선생님.. 실수신가 봐요.,
62,JRADF33648K,SS,<move/>,
