No,serialID,speaker,dialogue,
1,QPLCA80585R,context,"윤희, 생각에 잠겨 앉아있는.",
2,QPLCA80585R,context,리조트에서 준석과 함께 있었던 모습이 떠오르고.,
3,QPLCA80585R,DS,우울 모드 연장이냐?,
4,QPLCA80585R,QV,<move/>,
5,QPLCA80585R,DS,<move/> 배고파서 못하겠다며?,
6,QPLCA80585R,QV,<move/>,
7,QPLCA80585R,DS,아야. 넌 애가 <pause/>,
8,WQHTE92965S,context,"은석, 들어서면",
9,WQHTE92965S,CI,어서 와.,
10,WQHTE92965S,YL,<move/>,
11,WQHTE92965S,CI,"병원장님께서, 이번 가을 앰디앤더슨 연수, 자넬 추천하실 모양이야.",
12,WQHTE92965S,YL,네?!,
13,WQHTE92965S,CI,"치료하던 환자들이 마음에 걸리면 내가 맡을게. 이연재 환자라든가, 양희주 환자 같은 경우.",
14,WQHTE92965S,YL,<mute/>,
15,WQHTE92965S,CI,"지난번에 한번 놓친 기회라, 이번엔 가는 게 좋을 것 같아서 그래. 어떤가.",
16,WQHTE92965S,YL,<pause/> 생각할 시간을 좀 주십시오.,
17,WQHTE92965S,CI,길어지면 안 돼.,
18,WQHTE92965S,YL,<pause/> 알겠습니다.,
19,MDXWE29183B,context,"삼순, 아버지와 잔을 쨍 부딪히고 고개 살짝 돌리고 원샷한다",
20,MDXWE29183B,MS,캬~ 진짜 달다 <pause/> <move/> 달다 정말.. 너무 달다.. 달다.. <move/>,
21,MDXWE29183B,OR,! <pause/>,
22,MDXWE29183B,MS,<move/>,
23,MDXWE29183B,OR,<mute/>,
24,MDXWE29183B,MS,미안해 아부지..,
25,MDXWE29183B,OR,<pause/> 삼순아.,
26,MDXWE29183B,MS,<move/> 신경질 나 죽겠어.. 이젠 남자 때문에 울 일은 없을 줄 알았는데..,
27,MDXWE29183B,OR,<mute/>,
28,MDXWE29183B,MS,"아부지.. 서른이 되면 안 그럴 줄 알았어. 가슴 두근거릴 일도 없고, 전화 기다리면서 밤새울 일도 없고.. 그게 얼마나 힘든 건데.. 나 좋다는 남자 만나서 마음 안 다치게.. 그렇게 살고 싶었단 말야.. 근데 이게 뭐야.. 끔찍해.. 그렇게 겪고 또 누굴 좋아하는 내가 끔찍해 죽겠어 <pause/> 심장이 딱딱해졌으면 좋겠어 아부지..",
29,GUSAO85565K1,context,"도욱과 연우, 들어선다.",
30,GUSAO85565K1,SI,"그만 두겠단 얘기, 하려고 하셨던 거죠?",
31,GUSAO85565K1,LY,오늘은 안 되겠어. 보시다시피 인기폭발이라.,
32,GUSAO85565K1,SI,<mute/>,
33,GUSAO85565K1,LY,<move/> 주말은 잘 보냈나?,
34,GUSAO85565K1,SI,네.,
35,GUSAO85565K1,LY,박지헌은?,
36,GUSAO85565K1,SI,<move/> 네?,
37,GUSAO85565K1,LY,"그날, 기다리고 있을지도 모른다고 했잖아.",
38,GUSAO85565K1,SI,"<move/> 아, 예 <pause/> 기다리고 있드라구요. 하. 왜 그러나 몰라 <pause/>",
39,GUSAO85565K1,LY,난 알 것 같은데.,
40,GUSAO85565K1,SI,? <move/>,
41,GUSAO85565K1,LY,오늘은 커피 안 내리나? 향은 좋던데.,
42,ZUWWF33704Q4,context,민우의 차 와 선다. 차 서자 잠 깨는 개화.,
43,ZUWWF33704Q4,NC,깜빡 잠들었네 <pause/> 여기 어디에요?,
44,ZUWWF33704Q4,EO,오늘밤 여기서 자요.,
45,ZUWWF33704Q4,NC,<move/> 여기서요?,
46,ZUWWF33704Q4,EO,<move/> 집에 아직도 기자들 있을 거에요. 예은이도 편하게 재워야 하구요.,
47,ZUWWF33704Q4,NC,<pause/> <move/>,
48,ZUWWF33704Q4,context,"개화, 예은 안고 내린다.",
49,ZUWWF33704Q4,NC,그럼 조심해 가요.,
50,ZUWWF33704Q4,EO,무슨 일 있으면 바로 전화해요.,
51,ZUWWF33704Q4,NC,알았어요.,
52,ZUWWF33704Q4,context,예은이 업고 호텔 들어가는 개화. 뒤에서 보고 서 있는 민우. 맘 짠하고 <pause/>,
53,ZUWWF33704Q4,context,들어가는 거 본 후 아까 빼놨던 핸드폰 배터리 끼워둔다. 차 출발한다.,
54,BFUPG72586G,context,무거운 표정으로 복도를 걷는 강일. 반장의 화난 목소리로 소리치는 게 들린다. 사무실로 뛰어 가는 강일. 반장이 무전기에 대고 소리치고 있다.,
55,BFUPG72586G,FV,현재 의료대원이 전부 몇 명 이야!,
56,BFUPG72586G,DB,6명이 채 안됩니다.,
57,BFUPG72586G,FV,뭐? 6명으론 어림도 없어! 바로 뒤가 달동네야. 번지면 사상자가 얼마나 나올지 모른다고!,
58,BFUPG72586G,DB,그래도 일단 방재청 허가가 떨어져야..,
59,BFUPG72586G,FV,뒷일은 책임질 테니까. 일단 죄다 긁어서 보내!,
60,BFUPG72586G,DB,반장님이 책임질 문제가 아닌 거 같습니다.,
61,BFUPG72586G,FV,임마! 밥줄 챙기려다 사람이 죽어!,
62,BFUPG72586G,DB,죄송합니다.,
63,BFUPG72586G,FV,나중에 군소리 하지 마. 개자식아!,
64,BFUPG72586G,context,"무전기를 집어 던지는 반장. 그때, 용수와 현경이 들어온다.",
65,BFUPG72586G,FV,근무 중에 어디를 싸돌아다니는 거야! 얼른 출동 준비해!,
66,BFUPG72586G,context,사이렌 스위치를 올리는 강일. 소방서 곳곳에 울리는 사이렌소리.,
67,CRODA10477X,NS,"업무의 연속이라고 생각하고 해. 조승준 신작이란 이유 하나로 정규 경매이상의 결과가 나올 거니까. 하지만, 소문처럼 조승준이 이상하게 나오거든 그땐 얘기해. 모델 이전에 연수씬 윌옥션 직원이니까.",
68,CRODA10477X,IM,"정말 잘 그릴 수 있을 때 여자친구를 그리고 싶었어요. 근데 <pause/> <move/> 부탁이에요, 연수씨. 연수씨 그리게 해줘요. 그래야 은희에 대한미안함이 풀릴 것 같아요.",
69,PAQFR52797F,context,병학의 차 빠져나가는데 좁은 골목길에 마주 오는 차.,
70,PAQFR52797F,EB,뭐야 저 차는 <pause/> 이 동네 좋은 차도 있네? 에이 <pause/>,
