No,serialID,speaker,dialogue,
1,JLXFM49734M,context,"자은 텔레비젼 앞에 앉아 있다. 다시 또 웅크리고 앉아, 뉴스 채널만 들여다 보고 있다. 아버지 사고소식이 아닌 다른 뉴스다.",
2,JLXFM49734M,TQ,끄고 올라가. 나 자야 돼.,
3,JLXFM49734M,FB,<move/> 소리 줄일께요 <pause/> <move/>,
4,JLXFM49734M,TQ,끄고 올라가라니까!,
5,JLXFM49734M,FB,한 시간 뒤에 뉴스 해요.그것까지만 보구요. 제방엔 텔레비전 없잖아요?,
6,JLXFM49734M,TQ,<move/> 조용히 자게 올라가! 나 낼 아침 일찍부터 할 일 많아!,
7,JLXFM49734M,FB,<pause/>아직...회사가 망한 게 아니잖아요? 아빠가 돌아오시면 다 잘 해결될 꺼예요. 아빠 지금까지 회사하시면서 여러 위기 많았지만 늘 잘 극복하셨어요.,
8,JLXFM49734M,TQ,하! 퍽이나...너는 니 아버지가 어떤 인간인지 잘 모르는구나? 니 아버지가 그 많던 니 할아버지 재산을 얼마나 많이 말아먹었는지를 몰라? 그 떵떵대던 부여 갑부 니 할아버지가 아들 하나 잘 둔 덕에 얼마나 단시간에 빠른 속도로 망해갔는지를 몰라?,
9,JLXFM49734M,FB,<move/> <pause/>,
10,JLXFM49734M,TQ,내가 아는 한 세상에서 가장 무능하고 무능력하고 무책임한 인간이 바로 니 아버지야.,
11,JLXFM49734M,FB,<pause/>그런 식으로 말씀하지 마세요?....아빠가 그런 사람이면 왜 아빠랑 결혼하셨어요?,
12,JLXFM49734M,TQ,그러게 말이다. 내가 미친년이지?,
13,JLXFM49734M,context,"윤숙 리모콘 소파에 휙 던지고, 방으로 향한다. 방문 열려는데, 텔레비전 켜지는 소리. 윤숙 휙 돌아보면, 자은이 손에 리모콘을 들고 켰다. 윤숙 그모습 보고, 손에 든 물컵 콘솔에 놓고, 그대로 다가와 쿠션 집어들어 자은의 머리통을 거세게 후려친다. 자은 불시에 얻어맞고 놀라 돌아보면, 이번엔 자은의 손에 들린 리모콘 휙 빼들어 텔레비전을 확 끈후, 아예 리모콘까지 바닥에 패대기쳐 버린다.",
14,JLXFM49734M,TQ,<move/> 올라가라고 했지! 당장 못 올라가!!,
15,JLXFM49734M,FB,<move/> <pause/>,
16,JLXFM49734M,TQ,"그리고 너 씻으라는데 왜 안 씻어! 빨개벗겨 목욕탕에 집어넣어야 씻을래. 이 마루꼴 하며, 온 천지서 냄새가 폴폴나서 여기가 사람 사는 집구석인지 돼지우린지 구분할 수가 없잖아!!",
17,JLXFM49734M,FB,<move/> <pause/> 아빠가 죽었는지 살았는지도 모르는데 어떻게 아무 일 없었다는 듯이 제대로 먹고 자고 씻고 해요?! 엄마는 아빠가 걱정도 안 되세요? 그래도 아빠랑 5년이나 부부로 살았잖아요? 정말 그렇게 아빠 걱정은 조금도 안 되세요?,
18,JLXFM49734M,TQ,"그래 안돼!...니 아버지가 나한테 무슨 짓을 했는데 내가 왜 니 아버지 걱정을 해? 나 이 정윤숙이가 다 늙어빠진 니 아버지 세 번째 마누라로 결혼까지 해줬는데 이런 나한테 니 아버지가 무슨 짓을 했는데, 내가 왜 걱정을 해?! 죽을꺼면 차라리 확실한 방법으로나 죽지?! 실종이면 보험금도 당장 안 나온다잖아? 마지막 순간까지 나 엿먹이는 니 아버지를 내가 왜 걱정해!!",
19,JLXFM49734M,FB,<move/> <pause/>,
20,JLXFM49734M,TQ,<move/> <pause/> 그러니까 올라가!...당장!,
21,JLXFM49734M,FB,<pause/> <move/> <pause/>,
22,PIIXS41510O,context,"세경, 설거지 하는데 현경이 출근 준비 마치고 나온다.",
