No,serialID,speaker,dialogue
1,PJYTA64476J,context,적당히 편한 캐주얼 차림으로 서있는 윤검.
2,PJYTA64476J,ZU,<move/>
3,PJYTA64476J,FH,<move/> 왔나.
4,PJYTA64476J,ZU,<move/> 오라고 하셨잖아요 <pause/> <move/>
5,PJYTA64476J,FH,<move/> 어제 밤새 씨씨티비보고 오후에 자고 겨우 일어난 거야?
6,PJYTA64476J,ZU,네.
7,PJYTA64476J,FH,뻐근하고 눈 아프고 그러겠다.
8,PJYTA64476J,ZU,네.
9,PJYTA64476J,FH,<move/> 그래서 불렀어.
10,PJYTA64476J,ZU,에?
11,PJYTA64476J,FH,스트레칭하고 몸 좀 풀자.
12,PJYTA64476J,ZU,네?
13,PJYTA64476J,FH,사람 몸이 굳으면 마음이 먼저 불편해져.
14,PJYTA64476J,ZU,<move/>
15,PJYTA64476J,FH,"자, 이렇게 해봐. <move/>"
16,PJYTA64476J,ZU,<move/>
17,PJYTA64476J,FH,"<move/> 더 쭉 펴고, 숨 들이마시고."
18,PJYTA64476J,ZU,<move/> 저 혼자 해요?
19,PJYTA64476J,FH,난 기다리면서 다 했어.
20,PJYTA64476J,ZU,"<move/> 그렇다구 이걸 혼자 하면 <pause/> 선배님은 체육 선생님 같고, 저는 학생같잖아요 <pause/> 달밤에 체조라도 같이 해야지 데이튼거에요."
21,PJYTA64476J,FH,그래? 그럼 같이 하자.
22,PJYTA64476J,ZU,<move/>
23,PJYTA64476J,context,[시간경과]
24,PJYTA64476J,context,"서로 팔 끼고 등 맞대고 콩쥐팥쥐하고 있는 혜리와 윤검. 혜리, 자기가 윤검 등에 실릴때는 겁나서 ‘에고고...’ 하고 자기가 윤검 실을 때는 무거워 끙...하면서도 한다. 그러다 어느 순간 윤검 실은 채 비틀 주저앉는 혜리. 윤검, 그 순간에도 순발력으로 중심 잡고 선다. 주저앉아 놀라운 듯 윤검 보면 피식 웃는 윤검, 혜리 손잡아 일으켜 준다. <move/>"
25,WEDMO42473N,context,"준혁, 심기 불편한 얼굴로 출근 하는데 <pause/> 건하와 마주친다. 걸어오며 <pause/>"
26,WEDMO42473N,XV,나오셨어요?
27,WEDMO42473N,CP,어 <pause/>
28,WEDMO42473N,CP,어 <pause/>
29,WEDMO42473N,XV,오늘 이과장님 오전 외래 교수님께 대진 부탁하라시던데요?
30,WEDMO42473N,CP,<move/> 왜?
31,WEDMO42473N,CP,<move/> 왜?
32,WEDMO42473N,XV,급한 일이 있으시다고 <pause/>
33,WEDMO42473N,CP,무슨 급한 일?
34,WEDMO42473N,CP,무슨 급한 일?
35,WEDMO42473N,XV,그건 잘 모르겠는데요 <pause/>
36,WEDMO42473N,CP,언제 나오신대?
37,WEDMO42473N,CP,언제 나오신대?
38,WEDMO42473N,XV,그것도 <pause/> 잘 <pause/> 모르겠는데 <pause/>
39,WEDMO42473N,CP,<move/> 도대체 너는 아는 게 뭐야! <move/>
40,WEDMO42473N,CP,<move/> 도대체 너는 아는 게 뭐야! <move/>
41,WEDMO42473N,XV,죄송합니다 <pause/> <move/>
42,WEDMO42473N,CP,<move/>
43,WEDMO42473N,CP,<move/>
