No,serialID,speaker,dialogue
1,JLXFM49734M,TQ,끄고 올라가. 나 자야 돼.
2,JLXFM49734M,FB,<move/> 소리 줄일께요 <pause/> <move/>
3,JLXFM49734M,TQ,끄고 올라가라니까!
4,JLXFM49734M,FB,한 시간 뒤에 뉴스 해요.그것까지만 보구요. 제방엔 텔레비전 없잖아요?
5,JLXFM49734M,TQ,<move/> 조용히 자게 올라가! 나 낼 아침 일찍부터 할 일 많아!
6,JLXFM49734M,FB,<pause/>아직...회사가 망한 게 아니잖아요? 아빠가 돌아오시면 다 잘 해결될 꺼예요. 아빠 지금까지 회사하시면서 여러 위기 많았지만 늘 잘 극복하셨어요.
7,JLXFM49734M,TQ,하! 퍽이나...너는 니 아버지가 어떤 인간인지 잘 모르는구나? 니 아버지가 그 많던 니 할아버지 재산을 얼마나 많이 말아먹었는지를 몰라? 그 떵떵대던 부여 갑부 니 할아버지가 아들 하나 잘 둔 덕에 얼마나 단시간에 빠른 속도로 망해갔는지를 몰라?
8,JLXFM49734M,FB,<move/> <pause/>
9,JLXFM49734M,TQ,내가 아는 한 세상에서 가장 무능하고 무능력하고 무책임한 인간이 바로 니 아버지야.
10,JLXFM49734M,FB,<pause/>그런 식으로 말씀하지 마세요?....아빠가 그런 사람이면 왜 아빠랑 결혼하셨어요?
11,JLXFM49734M,TQ,그러게 말이다. 내가 미친년이지?
12,JLXFM49734M,TQ,<move/> 올라가라고 했지! 당장 못 올라가!!
13,JLXFM49734M,FB,<move/> <pause/>
14,JLXFM49734M,TQ,"그리고 너 씻으라는데 왜 안 씻어! 빨개벗겨 목욕탕에 집어넣어야 씻을래. 이 마루꼴 하며, 온 천지서 냄새가 폴폴나서 여기가 사람 사는 집구석인지 돼지우린지 구분할 수가 없잖아!!"
15,JLXFM49734M,FB,<move/> <pause/> 아빠가 죽었는지 살았는지도 모르는데 어떻게 아무 일 없었다는 듯이 제대로 먹고 자고 씻고 해요?! 엄마는 아빠가 걱정도 안 되세요? 그래도 아빠랑 5년이나 부부로 살았잖아요? 정말 그렇게 아빠 걱정은 조금도 안 되세요?
16,JLXFM49734M,TQ,"그래 안돼!...니 아버지가 나한테 무슨 짓을 했는데 내가 왜 니 아버지 걱정을 해? 나 이 정윤숙이가 다 늙어빠진 니 아버지 세 번째 마누라로 결혼까지 해줬는데 이런 나한테 니 아버지가 무슨 짓을 했는데, 내가 왜 걱정을 해?! 죽을꺼면 차라리 확실한 방법으로나 죽지?! 실종이면 보험금도 당장 안 나온다잖아? 마지막 순간까지 나 엿먹이는 니 아버지를 내가 왜 걱정해!!"
17,JLXFM49734M,FB,<move/> <pause/>
18,JLXFM49734M,TQ,<move/> <pause/> 그러니까 올라가!...당장!
19,JLXFM49734M,FB,<pause/> <move/> <pause/>
20,PIIXS41510O,MF,"<move/> 세경씨, 다용도실 정리 한번 해야겠더라. 그리고 설거지 하고 지훈이 병원에 좀 갔다 와."
21,PIIXS41510O,OV,네? 병원에 왜요?
22,PIIXS41510O,MF,속옷이랑 갈아입을 옷 좀 가져다 달래. 방에 가서 대충 몇 개 챙겨다 갖다 줘. 어딘지 알지? 모르면 전화해서 물어보고. 갔다 올게. <move/>
23,PIIXS41510O,OV,네. 다녀오세요.
24,EHDVO30036P,TG,"아니, 도대체, 날 거부하는 그 용기는 어디서 나오는 거야? 어떻게 내 프로포즈를 거부할 수가 있어요? 정말 <pause/> 정말 이상한 아줌마야!"
25,EHDVO30036P,LZ,혹시 <pause/> 성민우씨가 지금 상황이 안 좋으니까 그래서 노 <move/> 하는 거 아니에요?
26,EHDVO30036P,TG,그런 여자 아니에요. 그런 여자면 내가 좋아하지도 않았지.
27,EHDVO30036P,LZ,<move/> 근데 그쪽에선 왜 거부하는 거 같애요?
28,EHDVO30036P,TG,<move/> 모르겠어요. 마음만 가지고 되는 게 아닌가봐요. 너무 어려워요.
29,EHDVO30036P,LZ,<move/> 민우씨가 좋아한 건 언제부터에요?
30,EHDVO30036P,TG,"예은이 찾는다고 막 울때 <pause/> 아니, 나 땜에 찜질방 가 있었을 때 <pause/> 아니 정실장하고 싸웠을때 <pause/> <move/> 처음부턴가 <pause/>"
31,EHDVO30036P,LZ,많이 좋아하나부네.
32,EHDVO30036P,TG,<pause/> 네. 많이요. 아주 많이. 옛날에 그냥 만났던 애들하군 <pause/> 달라요. <move/> 예뻐요. 그래서 이 여자가 내 여잔 거 같다 <pause/> 그런 기분이 들어요. <move/>
33,EHDVO30036P,LZ,<move/> 거 참 <pause/> 순수한 청년일세 <pause/> 순 날라리로만 봤더니 말야 <pause/> <move/> 부성애도 강하고 말이지 <pause/>
34,WQFKO36138U,XT,뭐가 그렇게 좋냐? 플래쉬라도 떴냐?
35,WQFKO36138U,GA,"<move/> 그냥 플래쉬도 아니구 스팀플이니까, 알아서들 죽어라."
36,WQFKO36138U,GA,<move/> 송이!!
37,IXQUY38302O,GT,<move/> 으이 씨 <pause/>
38,IXQUY38302O,ED,<move/> 이 쪽은 염려 마십시오.
39,YXURF52505X,UV,어?!! 뭐해?
40,YXURF52505X,ZQ,"정리 좀 하느라고. 옷이랑, 책이랑 <pause/> 버릴 건 버리구, 줄 데 있음 주구 <pause/>"
41,YXURF52505X,UV,갑자기 뭔 바람이 불었어?
42,YXURF52505X,ZQ,<pause/> 그냥. <pause/> 단출하게 살면 좋을 것 같아서. <move/>
43,YXURF52505X,UV,<move/> 이것두 버리게? 내가 입을까봐. <move/> 팔이 너무 긴가?
44,YXURF52505X,ZQ,<move/> <pause/> 엄마.
45,YXURF52505X,UV,"왜, 이상하니?"
46,YXURF52505X,ZQ,옷 사 줄까?
47,YXURF52505X,UV,"어머. 얘는, 됐어! <move/> 니가 정 사주구 싶으면, 어쩔 수 없고."
48,YXURF52505X,ZQ,<move/>
49,THEYX71660Q,CY,<move/> 아줌마!!
50,THEYX71660Q,UI,<move/> 엄마야?!! <move/>
51,THEYX71660Q,CY,아줌마 잠깐만요?!! 아줌마!!! <move/>
52,THEYX71660Q,UI,<move/> 으으
53,THEYX71660Q,CY,<move/> 아줌마!!
54,THEYX71660Q,CY,아줌마 잠깐만요! 할 얘기가 있어요!!
55,THEYX71660Q,UI,무슨 얘기?!! 난 할 말 없어!!! <move/>
56,THEYX71660Q,CY,<move/> 헉헉
57,NLUQB20017O,JO,"사법고시라는 허들은 뛰어넘었고, 이젠 널 폴짝 뛰어넘어 주겠어! 나랑 신나게 레이싱 한판 해보자고! <move/>"
58,NLUQB20017O,JO,<move/> 누구..세요? <move/> 누구세요?
59,NLUQB20017O,MC,<move/> 택배 왔습니다~
60,NLUQB20017O,JO,택배? <move/> 엄마가 보냈나? <move/>
61,NLUQB20017O,JO,"누,누,누님?"
62,NLUQB20017O,MC,<move/>
63,NLUQB20017O,JO,<move/> <pause/> <pause/>
64,NLUQB20017O,MC,차 한잔 마시자!
65,NLUQB20017O,JO,예. <move/>
66,NLUQB20017O,MC,좋냐?
67,NLUQB20017O,JO,네?
68,NLUQB20017O,MC,이빨교정기!
69,NLUQB20017O,JO,"아,아 네,네에."
70,NLUQB20017O,MC,뺄 때 됐지?
