No,serialID,speaker,dialogue
1,FLQHJ85885N,OV,J씨가 보내온 칼에 최반장님의 혈흔이 나온 상태입니다. 이에 J가 진범이라는 확실한 물증 아닌가요?
2,FLQHJ85885N,ZP,제가 납치됐던 그 시점 <pause/> 제가 투숙하던 호텔방은 비어 있었겠죠? 제 경호원들은 저를 찾기에도 바빴으니까요.
3,QEKDK78891Z9,GB,한 30명이라고 할 걸 그랬나?
4,QEKDK78891Z9,YL,"아니, 왜 그런 뻥을 치셨어라?"
5,QEKDK78891Z9,GB,작전입니다.
6,QEKDK78891Z9,YL,뭔 작전이요?
7,QEKDK78891Z9,GB,남녀 관계에도 작전이 필요하니까요.
8,QEKDK78891Z9,YL,"<move/> 그, 그럼 우리 사장님헌티 <pause/>"
9,QEKDK78891Z9,GB,제가 원래 글래머 형을 좀 좋아합니다.
10,XRWGL45830R,KB,지역경제 활성화 차원에서 조성된 말농장단지 바로 옆에 대규모리조 트시설이 들어선다고 리조트초기부터 반발이 많았다고 합니다.
11,XRWGL45830R,VT,<move/> <pause/>
12,XRWGL45830R,KB,"초기 설립자는 지역주민들의 의견을 많이 수렴했던 반면에, 지금동인 한사장은 밀어붙이기식으로 추진하다보니 여기저기 반발이 심한 모양입니다."
13,XRWGL45830R,VT,"<move/> <pause/> 새가 울지를 않아. 어떤 사람은 울지 않는다고 목을 쳐버리고, 또 어떤 사람은 때려서 울리고. 또 어떤 사람은 울 때까지 기다려. <move/> 형은 어떻게 할 것 같아?"
14,XRWGL45830R,KB,<move/> <pause/> 때려보기도 하고 기다려 보기도 할 것 같습니다.
15,XRWGL45830R,VT,"<move/> 난 다른 새를 살 거야. 뭐 하러 목을 베고, 때리고, 기다 려? 우는 새는 얼마든지 많은데."
16,XRWGL45830R,KB,! <move/> <pause/>
17,XRWGL45830R,VT,<move/> 우리 가이드가 꽤 쓸모 있는 정보원이네.파라다이스목장은?
18,XRWGL45830R,KB,한동주 실장 개인 명의로 구매된 거라 리조트차원 움직임은 아직 파악이 안 되고 있습니다.
19,XRWGL45830R,VT,<move/> 비밀이 많은 파트너라 <pause/> <move/> 오후에 차 내가 쓴다.
20,XRWGL45830R,KB,<move/> 제가 운전하겠습니다.
21,XRWGL45830R,VT,<move/> 취미생활을 좀 만드는 건 어때? <move/> 오늘은 나 찾지 마.
22,VSOIP85310X,UO,"대표님, 투자자분 밑에 도착하셨대요."
23,VSOIP85310X,ET,알았어요.
24,QAVLL64867T,PG,"무슨 일이에요, 이 시간에?"
25,QAVLL64867T,XZ,권유리 선수 때문에요.
