No,serialID,speaker,dialogue,
1,QPLCA80585R,DS,우울 모드 연장이냐?,
2,QPLCA80585R,QV,<move/>,
3,QPLCA80585R,DS,<move/> 배고파서 못하겠다며?,
4,QPLCA80585R,QV,<move/>,
5,QPLCA80585R,DS,아야. 넌 애가 <pause/>,
6,WQHTE92965S,CI,어서 와.,
7,WQHTE92965S,YL,<move/>,
8,WQHTE92965S,CI,"병원장님께서, 이번 가을 앰디앤더슨 연수, 자넬 추천하실 모양이야.",
9,WQHTE92965S,YL,네?!,
10,WQHTE92965S,CI,"치료하던 환자들이 마음에 걸리면 내가 맡을게. 이연재 환자라든가, 양희주 환자 같은 경우.",
11,WQHTE92965S,YL,<mute/>,
12,WQHTE92965S,CI,"지난번에 한번 놓친 기회라, 이번엔 가는 게 좋을 것 같아서 그래. 어떤가.",
13,WQHTE92965S,YL,<pause/> 생각할 시간을 좀 주십시오.,
14,WQHTE92965S,CI,길어지면 안 돼.,
15,WQHTE92965S,YL,<pause/> 알겠습니다.,
16,MDXWE29183B,MS,캬~ 진짜 달다 <pause/> <move/> 달다 정말.. 너무 달다.. 달다.. <move/>,
17,MDXWE29183B,OR,! <pause/>,
18,MDXWE29183B,MS,<move/>,
19,MDXWE29183B,OR,<mute/>,
20,MDXWE29183B,MS,미안해 아부지..,
21,MDXWE29183B,OR,<pause/> 삼순아.,
22,MDXWE29183B,MS,<move/> 신경질 나 죽겠어.. 이젠 남자 때문에 울 일은 없을 줄 알았는데..,
23,MDXWE29183B,OR,<mute/>,
24,MDXWE29183B,MS,"아부지.. 서른이 되면 안 그럴 줄 알았어. 가슴 두근거릴 일도 없고, 전화 기다리면서 밤새울 일도 없고.. 그게 얼마나 힘든 건데.. 나 좋다는 남자 만나서 마음 안 다치게.. 그렇게 살고 싶었단 말야.. 근데 이게 뭐야.. 끔찍해.. 그렇게 겪고 또 누굴 좋아하는 내가 끔찍해 죽겠어 <pause/> 심장이 딱딱해졌으면 좋겠어 아부지..",
25,GUSAO85565K1,SI,"그만 두겠단 얘기, 하려고 하셨던 거죠?",
26,GUSAO85565K1,LY,오늘은 안 되겠어. 보시다시피 인기폭발이라.,
27,GUSAO85565K1,SI,<mute/>,
28,GUSAO85565K1,LY,<move/> 주말은 잘 보냈나?,
29,GUSAO85565K1,SI,네.,
30,GUSAO85565K1,LY,박지헌은?,
31,GUSAO85565K1,SI,<move/> 네?,
32,GUSAO85565K1,LY,"그날, 기다리고 있을지도 모른다고 했잖아.",
33,GUSAO85565K1,SI,"<move/> 아, 예 <pause/> 기다리고 있드라구요. 하. 왜 그러나 몰라 <pause/>",
34,GUSAO85565K1,LY,난 알 것 같은데.,
35,GUSAO85565K1,SI,? <move/>,
36,GUSAO85565K1,LY,오늘은 커피 안 내리나? 향은 좋던데.,
37,ZUWWF33704Q4,NC,깜빡 잠들었네 <pause/> 여기 어디에요?,
38,ZUWWF33704Q4,EO,오늘밤 여기서 자요.,
39,ZUWWF33704Q4,NC,<move/> 여기서요?,
40,ZUWWF33704Q4,EO,<move/> 집에 아직도 기자들 있을 거에요. 예은이도 편하게 재워야 하구요.,
41,ZUWWF33704Q4,NC,<pause/> <move/>,
42,ZUWWF33704Q4,NC,그럼 조심해 가요.,
43,ZUWWF33704Q4,EO,무슨 일 있으면 바로 전화해요.,
44,ZUWWF33704Q4,NC,알았어요.,
