No,serialID,speaker,dialogue,
1,NGOQJ67493N,SJ,아! 아파요! 아프단 말이예요..,
2,NGOQJ67493N,EK,<move/> ..너 대체 무슨 작정으로 여기까지 온 거야!,
3,NGOQJ67493N,SJ,뭐 작정한 거 없는데.. 우연히 케잌주문을 받았는데 상무님 집이길래.. 그냥 상무님 집이 어떤가 너무 궁금하구 그래서..,
4,NGOQJ67493N,EK,뭐?! 지금 그걸 말이라고 하는 거야?!!,
5,NGOQJ67493N,SJ,정말이예요.. 왜 그렇게 화내요 무섭게..,
6,NGOQJ67493N,EK,너 정말 대책 없는 애구나.. 지금 장난해?!!,
7,NGOQJ67493N,SJ,왜 자꾸 그런 식으로 얘기해요.. 난 단지.. 상무님이 어떤 집에서 어떻게 사시는지.. 어떤 사람들하고 가족인지.. 궁금했다구요.. 그리구 아무도 몰라봤잖아요..,
8,NGOQJ67493N,EK,니가 대책 없는 애인 줄은 알았지만 정말 이 정도인지는 몰랐어!,
9,NGOQJ67493N,SJ,뭐 그런 말까지 하세요..,
10,NGOQJ67493N,EK,당장 사라져! 다시는 너 꼴도 보기 싫으니까?!! <move/>,
11,NGOQJ67493N,SJ,정말 너무 궁금해서 한번 와본건데.. 내가 너무 심했나.. 어뜩해.. 정말 화났나봐.. <move/>,
12,KLYGS54013S,ZI,어쩌려구 여기까지 마중나와? 누구 눈에 띄기라도 하면 <pause/>,
13,KLYGS54013S,CK,<move/> 식사는요?,
14,KLYGS54013S,ZI,기내에서 해결했어.,
15,KLYGS54013S,CK,보고 싶지 않았어요 나? 전화도 없고 걸어도 받지도 않고.,
16,KLYGS54013S,ZI,바빴어.,
17,SJZAX59329T,GJ,어떻게 생각해? <move/> 이 병원 건 말야 <pause/>,
18,SJZAX59329T,GJ,어떻게 생각해? <move/> 이 병원 건 말야 <pause/>,
19,SJZAX59329T,JU,쉴 틈 없이 사는 사람이구나 <pause/> 생각해 <pause/>,
20,SJZAX59329T,GJ,건성 들린다...?,
21,SJZAX59329T,GJ,건성 들린다...?,
22,SJZAX59329T,JU,<move/> 자기 누가 조언하는 거 딱 질색하는 사람이잖아.괜히 했다가 이번엔 유리잔 던지면 어떡해 <pause/> 치우기도 힘든데 <pause/>,
23,SJZAX59329T,GJ,<move/> 그땐 예민했어. <move/> 근데 그건 <pause/> <move/>,
24,SJZAX59329T,GJ,<move/> 그땐 예민했어. <move/> 근데 그건 <pause/> <move/>,
25,SJZAX59329T,JU,"<move/> 내일, 결정 나는 날인데 <pause/> 그럼 그 문제에서 완전히 벗어 나게 되는 거야?",
26,SJZAX59329T,GJ,<move/> 어 <pause/> <move/>,
27,SJZAX59329T,GJ,<move/> 어 <pause/> <move/>,
28,SJZAX59329T,JU,<move/> 그럼 다행이구 <pause/> <move/>,
29,AQNMC52901X8,KL,너 자꾸 울래? 바보같이!,
30,AQNMC52901X8,IC,"사는 건 우는 시간, 눈물 닦는 시간, 울지 않는 시간, 울었다고 야단맞는 시간으로 이루어진 게 아닐까?",
31,AQNMC52901X8,KL,너 참 발 못 생겼다. 다들 도망가게 생겼어. 니 발 이뻐하는 사람은 나 밖에 없을 거야. 일루와 발톱 깎아줄게.,
32,AQNMC52901X8,IC,불쌍한 우리 엄마.,
33,AQNMC52901X8,KL,뭐가?,
34,AQNMC52901X8,IC,"엄마 나이가 돼도 꿈을 쫓는 거, 이상하지 않어? 엄마도 아직도 연애하고 싶고 그럴까?",
35,AQNMC52901X8,KL,"당연하지. 니네 엄마가 어떻게 맨날 그냥 소영엄마냐? 여자고 사람이고, 동물이고 그렇지.",
36,AQNMC52901X8,IC,"나 진짜 나쁜 딸이야, 그치?",
37,AQNMC52901X8,IC,<move/> 너 교생한테 맞은 거니?,
38,AQNMC52901X8,KL,아니. <move/> 진짜 아냐.,
39,AQNMC52901X8,IC,<move/> 아팠어?,
40,AQNMC52901X8,KL,나도 많이 때렸어.,
41,WHQTR75663F,XZ,이런 상황에서 좀 뭣하지만 할 말은 해야겄다.,
42,WHQTR75663F,KW,또 뭐?,
43,WHQTR75663F,XZ,쌀이 떨어져 가는디? 내일이나 먹을라나.,
44,WHQTR75663F,KW,살림을 어떻게 하는 거야?,
