No,serialID,speaker,dialogue
1,PJYTA64476J,ZU,<move/>
2,PJYTA64476J,FH,<move/> 왔나.
3,PJYTA64476J,ZU,<move/> 오라고 하셨잖아요 <pause/> <move/>
4,PJYTA64476J,FH,<move/> 어제 밤새 씨씨티비보고 오후에 자고 겨우 일어난 거야?
5,PJYTA64476J,ZU,네.
6,PJYTA64476J,FH,뻐근하고 눈 아프고 그러겠다.
7,PJYTA64476J,ZU,네.
8,PJYTA64476J,FH,<move/> 그래서 불렀어.
9,PJYTA64476J,ZU,에?
10,PJYTA64476J,FH,스트레칭하고 몸 좀 풀자.
11,PJYTA64476J,ZU,네?
12,PJYTA64476J,FH,사람 몸이 굳으면 마음이 먼저 불편해져.
13,PJYTA64476J,ZU,<move/>
14,PJYTA64476J,FH,"자, 이렇게 해봐. <move/>"
15,PJYTA64476J,ZU,<move/>
16,PJYTA64476J,FH,"<move/> 더 쭉 펴고, 숨 들이마시고."
17,PJYTA64476J,ZU,<move/> 저 혼자 해요?
18,PJYTA64476J,FH,난 기다리면서 다 했어.
19,PJYTA64476J,ZU,"<move/> 그렇다구 이걸 혼자 하면 <pause/> 선배님은 체육 선생님 같고, 저는 학생같잖아요 <pause/> 달밤에 체조라도 같이 해야지 데이튼거에요."
20,PJYTA64476J,FH,그래? 그럼 같이 하자.
21,PJYTA64476J,ZU,<move/>
22,WEDMO42473N,XV,나오셨어요?
23,WEDMO42473N,CP,어 <pause/>
24,WEDMO42473N,CP,어 <pause/>
25,WEDMO42473N,XV,오늘 이과장님 오전 외래 교수님께 대진 부탁하라시던데요?
26,WEDMO42473N,CP,<move/> 왜?
27,WEDMO42473N,CP,<move/> 왜?
28,WEDMO42473N,XV,급한 일이 있으시다고 <pause/>
29,WEDMO42473N,CP,무슨 급한 일?
30,WEDMO42473N,CP,무슨 급한 일?
31,WEDMO42473N,XV,그건 잘 모르겠는데요 <pause/>
32,WEDMO42473N,CP,언제 나오신대?
33,WEDMO42473N,CP,언제 나오신대?
34,WEDMO42473N,XV,그것도 <pause/> 잘 <pause/> 모르겠는데 <pause/>
35,WEDMO42473N,CP,<move/> 도대체 너는 아는 게 뭐야! <move/>
36,WEDMO42473N,CP,<move/> 도대체 너는 아는 게 뭐야! <move/>
37,WEDMO42473N,XV,죄송합니다 <pause/> <move/>
38,WEDMO42473N,CP,<move/>
39,WEDMO42473N,CP,<move/>
40,WEDMO42473N,XV,<move/>
41,JDFEY0897U0,VS,이 여자가! <move/>
42,JDFEY0897U0,IY,"아빠, 아빤 회사 안가?"
43,JDFEY0897U0,VS,오늘은 안가.
44,JDFEY0897U0,IY,그럼 내일은 가?
45,JDFEY0897U0,VS,<pause/> 나중에. 나중에 갈꺼야.
46,JDFEY0897U0,IY,그래서 엄마가 회사 가는 거구나. 그치?
47,JDFEY0897U0,VS,<move/>
48,JDFEY0897U0,IY,아빠. 배고파. 밥 줘.
49,JDFEY0897U0,VS,이게 왜 이래?
50,JDFEY0897U0,IY,"아빠, <move/> 저거 안돌렸어"
51,JDFEY0897U0,VS,<move/> 니가 나보다 낫다
